TABC Certificate Number,Permit/License Number,Brand Name,Type,Approval Date,Trade Name,Alcohol Content by Volume,TTB Number,File Link
818126,S90079,JFJ,WINE,08/28/2012,BRONCO WINE COMPANY,11.5,12206001000003,https://storage.googleapis.com/tabc-public-labels/1a4cdfc6174542ce067b44e953c9eff1.pdf
629717,S90079,JFJ,WINE,06/05/2006,BRONCO WINE COMPANY,11.5,3059000000015,https://storage.googleapis.com/tabc-public-labels/df50c778908ba687c7006dee97540523.pdf
629715,S90079,JFJ,WINE,06/05/2006,BRONCO WINE COMPANY,11.5,99021000000019,https://storage.googleapis.com/tabc-public-labels/ea90a4812ed10cb09ee7c1ba94498d70.pdf
629716,S90079,JFJ,WINE,06/05/2006,BRONCO WINE COMPANY,11.5,3059000000013,https://storage.googleapis.com/tabc-public-labels/ffe51feba7c5e5e7b74db593b0d4f021.pdf
814240,S90079,JFJ EXTRA DRY,WINE,07/20/2012,BRONCO WINE COMPANY,11.5,12151001000238,https://storage.googleapis.com/tabc-public-labels/266f7dea4bebf0a50af88d0e23c58964.pdf
650258,S483440,JIDVEI,WINE,01/31/2007,DIME GROUP INTERNATIONAL INC.,11.5,4132000000102,https://storage.googleapis.com/tabc-public-labels/df7e1de23b6e8c68863e49e03d05ef0e.pdf
1128513,S1097934,JOAO PATO WHITE WINE PORTUGAL,WINE,08/18/2021,SAVIO SOARES SELECTIONS CORP.,11.5,18330001000557,https://storage.googleapis.com/tabc-public-labels/89c76b95418da18ea23230f33f241c29.pdf
871608,S447507,JOBSTL RIED KRASS BLAUER WILDBACHER,WINE,05/08/2014,MHW LTD.,11.5,14024001000386,https://storage.googleapis.com/tabc-public-labels/b8b79a205043c21f202bbe8f035624c6.pdf
1131387,S1124831,"JOE GOENAGA G. 1200 WHITE WINE GETARIAKO TXAKOLINA DO, SPAIN",WINE,09/08/2021,ZRS WINES LLC,11.5,21216001000408,https://storage.googleapis.com/tabc-public-labels/528792d3971771545fc655771463df98.pdf
898257,S770434,JOLIE FOLLE,WINE,02/13/2015,T ELENTENY HOLDINGS LLC,11.5,14160001000542,https://storage.googleapis.com/tabc-public-labels/e6736afbd34329f3d853d8e402986158.pdf
1079793,S575981,"JON GOENAGA G.1200 EKOLOGIKOA TXAKOLINA GETARIAKO DO, SPAIN",WINE,02/05/2020,FRUIT OF THE VINES INC.,11.5,19035001000403,https://storage.googleapis.com/tabc-public-labels/9c53440ac2a8bb30adb747259f04cd65.pdf
1105680,S760863,"JOSEP VENTOSA 1941 BRUT PREMIUM SPARKLING WINE CAVA, SPAIN",WINE,01/08/2021,FLEUR DE LA IMPORTS,11.5,20189001000095,https://storage.googleapis.com/tabc-public-labels/70a3e9491d0c5580c2fe65bc90139fa7.pdf
716012,S155148,JOSEPH VERDIER,WINE,02/27/2009,WORLD IMPORT COMPANY,11.5,8283001000060,https://storage.googleapis.com/tabc-public-labels/ba3ce9aeca1ef55d67282287b5a4b423.pdf
1100344,S529064,"JOSH CELLARS ROSE PROSECCO DOC, ITALY",WINE,11/03/2020,DEUTSCH FAMILY WINE SPIRITS,11.5,20218001000252,https://storage.googleapis.com/tabc-public-labels/4ddd3c151e6a9a5383e3dbd47a72d435.pdf
633710,S619516,JOY,WINE,07/17/2006,PANGAEA WINE GROUP,11.5,6150001000102,https://storage.googleapis.com/tabc-public-labels/f4f1428b8ff851f3826a9a45debd3a65.pdf
984411,S656458,JP CHENET,WINE,06/05/2017,ADVANTAGE INTERNATIONAL DISTRIBUTORS INC.,11.5,17125001000060,https://storage.googleapis.com/tabc-public-labels/2061ef3952447a4f4cefc1ba46759614.pdf
909533,S656458,JP CHENET,WINE,06/02/2015,ADVANTAGE INTERNATIONAL DISTRIBUTORS INC,11.5,13352001000132,https://storage.googleapis.com/tabc-public-labels/528667630acf6511154f604be29e47ea.pdf
1061175,S656458,JP CHENET COLOMBARD CHARDONNAY FRANCE,WINE,07/19/2019,ADVANTAGE INTERNATIONAL DISTRIBUTORS INC.,11.5,19119001000967,https://storage.googleapis.com/tabc-public-labels/4661bc9145c29eb2bc5cade02e8336be.pdf
988560,S656458,JP CHENET ORIGINAL SPARKING ROSE DRY,WINE,07/17/2017,ADVANTAGE INTERNATIONAL DISTRIBUTORS INC.,11.5,17135001000008,https://storage.googleapis.com/tabc-public-labels/f4501ef215efbcfab58236c16573aa18.pdf
988558,S656458,JP CHENET ORIGINAL SPARKLING BRUT,WINE,07/17/2017,ADVANTAGE INTERNATIONAL DISTRIBUTORS INC.,11.5,17135001000009,https://storage.googleapis.com/tabc-public-labels/c92f1390909ed68db898f8c0f6051143.pdf
1102145,S656458,JP CHENET SAUVIGNON BLANC FRANCE,WINE,11/30/2020,ADVANTAGE INTERNATIONAL DISTRIBUTORS INC.,11.5,20290001000696,https://storage.googleapis.com/tabc-public-labels/cf35681420e575badfe8a7f44084b460.pdf
1086293,S760863,"JUDITH BECK PINK ROSE WINE BURGENLAND, AUSTRIA",WINE,04/15/2020,FLEUR DE LA IMPORTS,11.5,18302001001030,https://storage.googleapis.com/tabc-public-labels/797deefcc21dfa1ab634bcb4e59e66c5.pdf
1118275,S770434,JULIE ET TOBY BAINBRIDGE RED WINE FRANCE,WINE,05/11/2021,T. ELENTENY IMPORTS,11.5,20064001001190,https://storage.googleapis.com/tabc-public-labels/e15d9467afd9dc409a66d2051001755c.pdf
1016061,S770434,JULIE TOBY BAINBRIDGE CUVEE ROUGE AUX,WINE,05/22/2018,T. ELENTENY IMPORTS,11.5,18079001001150,https://storage.googleapis.com/tabc-public-labels/3f9dab31aa671ee3aa349ef20c860f08.pdf
1051048,S770434,JULIE TOBY BAINBRIDGE 'CUVEE ROUGE AUX L,WINE,04/15/2019,T. ELENTENY IMPORTS,11.5,19057001001559,https://storage.googleapis.com/tabc-public-labels/6e396891dd12fcbed8030ab130b4a146.pdf
1110219,S770434,JULIE TOBY BAINBRIDGE CUVEE ROUGE AUX LEVRES RED WINE FRANCE,WINE,02/24/2021,T. ELENTENY IMPORTS,11.5,20064001001205,https://storage.googleapis.com/tabc-public-labels/273596cc4ff8d6c947501b14d1675037.pdf
1050119,S770434,JULIEN ALTABER 'ALIGOTE' TABLE WHITE WIN,WINE,04/08/2019,T. ELENTENY IMPORTS,11.5,18148001000022,https://storage.googleapis.com/tabc-public-labels/d0b6d29f21de3c33ea38b715dbcbaf84.pdf
1050120,S770434,JULIEN ALTABER 'LA FLEUR AU VERRE' TABLE,WINE,04/08/2019,T. ELENTENY IMPORTS,11.5,18148001000021,https://storage.googleapis.com/tabc-public-labels/87dc167fb00881d383ef7f44e1067b22.pdf
1050115,S770434,JULIEN ALTABER 'LA FLEUR AU VERRE' TABLE,WINE,04/08/2019,T. ELENTENY IMPORTS,11.5,18148001000023,https://storage.googleapis.com/tabc-public-labels/929098144591cc84a93250a9e9a5934b.pdf
1111401,S1014253,"JULIEN ALTABER SEXTANT PINOT NOIR BOURGOGNE, FRANCE",WINE,03/05/2021,PERCY SELECTIONS LLC,11.5,13256001000371,https://storage.googleapis.com/tabc-public-labels/1dd4296a4bcfb507a8bd8bf55bb9bf6f.pdf
1111400,S1014253,"JULIEN ALTABER SEXTANT PINOT NOIR MARANGES, FRANCE",WINE,03/05/2021,PERCY SELECTIONS LLC,11.5,15054001000455,https://storage.googleapis.com/tabc-public-labels/b19084b1674f1de21d40dd39c55485cd.pdf
1111404,S1014253,"JULIEN ALTABER SEXTANT SUR LA VELLE PINOT NOIR MARANGES, FRANCE",WINE,03/05/2021,PERCY SELECTIONS LLC,11.5,16355001000222,https://storage.googleapis.com/tabc-public-labels/6fbdc03b05aa80a2dc9a4a5fe620bd4b.pdf
1024896,S682477,JULIEN PINEAU COUP D JUS VIN DE FRANCE R,WINE,07/31/2018,LDM WINES INC.,11.5,16333001000366,https://storage.googleapis.com/tabc-public-labels/549025162ba7e655f6481893b8cf78e8.pdf
1115916,S1095422,JULIEN PINEAU COUP D'JUS RED WINE FRANCE,WINE,04/16/2021,LDM WINES INC.,11.5,16333001000366,https://storage.googleapis.com/tabc-public-labels/69b11ec533425cb8ff30028c1b24b1a5.pdf
658238,S658136,JUNO,WINE,04/26/2007,CONFLUENCE WINE IMPORTERS,11.5,6104001000031,https://storage.googleapis.com/tabc-public-labels/b7e97864589bd572d706f436fa2eb387.pdf
825756,S447507,JUSTIN MONMOUSSEAU,WINE,11/30/2012,MHW LTD.,11.5,12257001000391,https://storage.googleapis.com/tabc-public-labels/5467b5988e2a826850bb605767035f00.pdf
830098,S447507,JUSTIN MONMOUSSEAU,WINE,01/30/2013,MHW LTD.,11.5,12257001000391,https://storage.googleapis.com/tabc-public-labels/ea0d35df8a9f444bab6b7879abc56314.pdf
941123,S557417,JUVE CAMPS,WINE,04/14/2016,WINEBOW INC.,11.5,15020001000100,https://storage.googleapis.com/tabc-public-labels/e596d9e720a59734d69fa05289d009a6.pdf
1105295,S923686,JW LEES HARVEST ALE AUTUMN LIMITED EDITION,MALT BEVERAGE,01/06/2021,J.W. LEES CO (BREWERS),11.5,20343001000916,https://storage.googleapis.com/tabc-public-labels/a60e9f3eb44d23a14484eb4b4e2d682d.pdf
1105292,S923686,JW LEES HARVEST ALE MATURED IN CALVADOS CASKS,MALT BEVERAGE,01/06/2021,J.W. LEES CO (BREWERS),11.5,20343001000914,https://storage.googleapis.com/tabc-public-labels/2ea25f63fa9b16fc6bb52b8b5e5e6ee6.pdf
1106085,S923686,JW LEES HARVEST ALE MATURED IN LAGAVULIN WHISKY CASKS,MALT BEVERAGE,01/12/2021,J.W. LEES CO (BREWERS),11.5,20343001000912,https://storage.googleapis.com/tabc-public-labels/bfb8281a27290437cb6b06cca4806205.pdf
1105288,S923686,JW LEES HARVEST ALE MATURED IN PORT CASKS,MALT BEVERAGE,01/06/2021,J.W. LEES CO (BREWERS),11.5,20343001000920,https://storage.googleapis.com/tabc-public-labels/7cb5af607e017db389a34cf869f1c8a5.pdf
1105284,S923686,JW LEES HARVEST ALE MATURED IN SHERRY CASKS,MALT BEVERAGE,01/06/2021,J.W. LEES CO (BREWERS),11.5,20343001000924,https://storage.googleapis.com/tabc-public-labels/f10c73fda24ccee37ed03b5c29a134a4.pdf
838264,S403378,K5 ARGINANO,WINE,04/23/2013,CLASSICAL WINES FROM SPAIN LTD.,11.5,12291001000308,https://storage.googleapis.com/tabc-public-labels/953773a68ef5dd33bebb5327cffd161b.pdf
652400,S447507,KAISER GARTEN TROCKEN-DRY GRUNER VELTLIN,WINE,02/23/2007,MHW LTD.,11.5,6291003000033,https://storage.googleapis.com/tabc-public-labels/913ba89c8ec99c3d45e225791ce96d1d.pdf
791441,S223316,KALLSTADT-KALLSTADTER STEINACKER,WINE,12/02/2011,LIONSTONE INTERNATIONAL,11.5,9163001000086,https://storage.googleapis.com/tabc-public-labels/2784365897ee3eaead94ec72d1943cb7.pdf
854643,S849973,KAME,WINE,10/16/2013,EU IMPORTS,11.5,13233001000148,https://storage.googleapis.com/tabc-public-labels/c544e7bbd0567d28b10962b0d533d5da.pdf
1022022,S823712,KANAKARIS NOTOS RED,WINE,07/06/2018,LEVECKE CORPORATION FULL THROTTLE SPRITS JESSE JAMES DISTILLING,11.5,16341001000402,https://storage.googleapis.com/tabc-public-labels/2bb2774cb33bd46225103492b14cc742.pdf
1011363,S823712,KANAKARIS WINERY LEFKO DAKRI MOSCHOFILER,WINE,04/03/2018,LEVECKE CORPORATION FULL THROTTLE SPRITS JESSE JAMES DISTILLING,11.5,16348001000262,https://storage.googleapis.com/tabc-public-labels/b5d82a64e8fb4e18d8c7f6a48de5e364.pdf
909004,S199577,KANTE,WINE,05/27/2015,KERMIT LYNCH WINE MERCHANT,11.5,14317001000330,https://storage.googleapis.com/tabc-public-labels/daf7eb9c03c0d572b236f4aaf00f8e29.pdf
992450,B769505,KARBACH BOURBON BARREL HELLFIGHTER WITH,MALT BEVERAGE,08/25/2017,KARBACH BREWING COMPANY,11.5,TEXAS ONLY,https://storage.googleapis.com/tabc-public-labels/9f81da4518607c9a25276b5e9c40138b.pdf
812589,S811808,KARMA FINE BEVERAGES-KARMA CALIFORNIA BR,WINE,07/05/2012,KARMA FINE BEVERAGES,11.5,7045000000073,https://storage.googleapis.com/tabc-public-labels/c51d9703060e3f6e772c5956f36498b1.pdf
880362,S770434,KARTHAUSERHOF,WINE,08/07/2014,T ELENTENY HOLDINGS LLC,11.5,13211001000368,https://storage.googleapis.com/tabc-public-labels/4543d20d50b67aa2964ce03c9e4fe872.pdf
647325,S247448,KARTHAUSERHOF,WINE,12/15/2006,CELLARS INTERNATIONAL INC./ RUDI WIEST S,11.5,6304002000081,https://storage.googleapis.com/tabc-public-labels/b10124798d80ac74151204c419db4b9e.pdf
1104821,S1079071,KAYCEE MAC 18TH VINE SPARKLING BLANC CALIFORNIA,WINE,12/29/2020,AQUAM VINOS,11.5,20042001000305,https://storage.googleapis.com/tabc-public-labels/2caecb365d06b97629c688c4d4a99457.pdf
1104822,S1079071,KAYCEE MAC BASIN ST IBERVILLE ST SPARKLING ROSE CALIFORNIA,WINE,12/29/2020,AQUAM VINOS,11.5,20042001000309,https://storage.googleapis.com/tabc-public-labels/d033f80cfd4f45b630711146eb3f07ce.pdf
886167,S447832,KELLEREI KALTERN CALDARO,WINE,10/06/2014,ENOTEC IMPORTS INC.,11.5,13364001000213,https://storage.googleapis.com/tabc-public-labels/75b8ee2d6706e8a4fe51b59c7b26a624.pdf
627828,S426231,KENDALL JACKSON,WINE,05/12/2006,WHITE ROCKET WINE COMPANY,11.5,6067000000116,https://storage.googleapis.com/tabc-public-labels/58c41cd70e5338ee98e64cff737f3789.pdf
663102,S661654,KENDALL-JACKSON LATE HARVEST,WINE,06/15/2007,MAJESTIC FINE WINES,11.5,6067000000116,https://storage.googleapis.com/tabc-public-labels/459983f19ebdf6261bdca3292b360382.pdf
686559,S430508,KENDERMANNS,WINE,03/11/2008,FRANZ REH & SOHN GMBH,11.5,7291000000062,https://storage.googleapis.com/tabc-public-labels/c48f5a2d585c74f35c5abee9a8182559.pdf
950264,S799056,KERPEN,WINE,07/08/2016,WINEMONGER,11.5,15098001000743,https://storage.googleapis.com/tabc-public-labels/25a8480b3fb9f18bc872c38c3613e6ad.pdf
626576,S44789,KETTMEIR,WINE,04/28/2006,TERLATO WINES INTERNATIONAL,11.5,4167000000226,https://storage.googleapis.com/tabc-public-labels/14254f33a40a86ebadf1214cd09fb023.pdf
691053,S44789,KETTMEIR,WINE,04/25/2008,TERLATO WINES INTERNATIONAL,11.5,7333000000239,https://storage.googleapis.com/tabc-public-labels/f6a36d9f05e87834de22e52cb9507c9d.pdf
651624,S44789,"KETTMEIR, CELLAR SELECTION",WINE,02/15/2007,TERLATO WINES INTERNATIONAL,11.5,7004000000054,https://storage.googleapis.com/tabc-public-labels/4952780ffeb173ba65eef859b8b13c1b.pdf
626578,S44789,KETTMEIRCA,WINE,04/28/2006,TERLATO WINES INTERNATIONAL,11.5,4167000000227,https://storage.googleapis.com/tabc-public-labels/d4493ea4e96a36cac56784cf549befd8.pdf
815724,S447507,KILA,WINE,08/02/2012,MHW LTD.,11.5,12159003000004,https://storage.googleapis.com/tabc-public-labels/b2a1da123acbee8ada6d584671408900.pdf
996854,S692846,KILBURG ROTLING,WINE,10/10/2017,ATLAS IMPORTS LLC,11.5,16328001000154,https://storage.googleapis.com/tabc-public-labels/c53e769238f28408bddc5b149328c9c2.pdf
643844,S642204,KINNERET,WINE,11/02/2006,ALLIED IMPORTERS USA LTD.,11.5,5207000000054,https://storage.googleapis.com/tabc-public-labels/34b9e7573018e3c52bf77c289d91aa95.pdf
629260,S447507,KINNERET DIRECT,WINE,05/30/2006,MHW LTD.,11.5,6060003000049,https://storage.googleapis.com/tabc-public-labels/7664312cfcf4d7829c11bc93c45fb55e.pdf
748964,S455253,KIRALYUDVAR ASZU 6 PUTTONYOS,WINE,05/26/2010,RARE WINE CO.,11.5,10078001000415,https://storage.googleapis.com/tabc-public-labels/3a105577a48aa77cb92bea860450444e.pdf
748962,S455253,KIRALYUDVAR TOKAJI CUVEE ILONA,WINE,05/26/2010,RARE WINE CO.,11.5,10084001000170,https://storage.googleapis.com/tabc-public-labels/e99f18c25e35cbc6d4c8898fd6af207c.pdf
728886,S246297,OPERA PRIMA,WINE,08/12/2009,CIV (USA),11,9170000000037,https://storage.googleapis.com/tabc-public-labels/6ee79edc8b98e534671149f81b0f16ae.pdf
748963,S455253,KIRALYUDVAR TOKAJI CUVEE PATRICIA,WINE,05/26/2010,RARE WINE CO.,11.5,10084001000297,https://storage.googleapis.com/tabc-public-labels/ceb64afc89552647ad845128b9369aa8.pdf
867649,S736844,KIRKLAND SIGNATURE PROSECCO,WINE,03/27/2014,CAMERON HUGHES WINE,11.5,14038001000412,https://storage.googleapis.com/tabc-public-labels/18db8dc6f18fc43477575daa03ef9705.pdf
862079,S736844,KIRKLAND SIGNATURE PROSECCO,WINE,01/22/2014,CAMERON HUGHES WINE,11.5,13314001000067,https://storage.googleapis.com/tabc-public-labels/6a517f8cc0559a504160465295430293.pdf
978492,G887385,KISSING TREE VINEYARDS,WINE,04/11/2017,KISSING TREE VINEYARDS,11.5,17081001000584,https://storage.googleapis.com/tabc-public-labels/80462b00825878d21d8b2adf8e53162f.pdf
1120523,S51512,"KLEIN ESTATE BRUT SPARKLING WINE CONSTANTIA, SOUTH AFRICA",WINE,05/28/2021,FREDERICK WILDMAN SONS LIMITED,11.5,16312001000078,https://storage.googleapis.com/tabc-public-labels/5e0f76bdfa8b4a72452adb2496b14808.pdf
